id,app_name,version,userid,date,rating,title,text,has_information_giving,has_information_seeking,has_feature_request,has_bug_report,sentiment_score
789,Stone Flood,3.6.4,J Astra,2012-10-13,5,Addicting game!,I love this game! So much fun and my kids even love it. A great way to spend free time. Highly recommended!,0,0,0,0,1
790,Stone Flood,3.6.4,Balticsun,2012-10-11,5,Stones,Addictive game that stimulates grey matter in the brain as well.  Love it,0,0,0,0,1
791,Stone Flood,3.6.4,stinkysocs,2012-10-08,5,Fun,Highly addictive!,0,0,0,0,1
792,Stone Flood,3.6.4,Koris Mom,2012-10-08,5,Addictive,So simple but takes strategic planning and definitely a skill to be learned over time,0,0,0,0,1
793,Stone Flood,3.6.4,Coffee Queen 13,2012-10-06,5,Paigey Girl 35,Fun! Not Boring! Challenges your mind!,0,0,0,0,1
794,Stone Flood,3.6.4,Leroy Kelly,2012-10-04,4,Most enjoyable,Had fun but it got boring in a short period of time. I can definitely see how a variety of such puzzles could be more challenging and entertaining.,0,0,0,0,1
795,Stone Flood,3.6.4,Fuzzy aunt fran,2012-10-03,4,Love it,Very addictive and fun. Great challenge,0,0,0,0,1
796,Stone Flood,3.6.4,Jason Babich,2012-10-02,5,Stone flood,Awesome game for free,0,0,0,0,1
797,Stone Flood,3.6.4,Dsgg40,2012-10-01,5,Stone flood,Extremely addictive. Super relaxing. Love it,0,0,0,0,1
798,Stone Flood,3.6.4,Alb1994,2012-09-30,5,Awesome,This app is awesome! I love it!,0,0,0,0,1
799,Stone Flood,3.6.4,SpringerSpanielGuy,2012-09-30,4,Fun brain teaser,Thought provoking game.  Addictive time killer.,0,0,0,0,1
800,Stone Flood,3.6.4,shannon_mcc18,2012-09-29,2,A help button would be nice,It looks good but I have no idea how to play. Instructions would help,0,0,1,0,0
802,Stone Flood,3.6.4,Guardiom,2012-09-20,5,Great game,"Fun and very addictive game, provokes thought and long lasting achievement",0,0,0,0,1
803,Stone Flood,3.6.4,Nightlightlove,2012-09-15,5,Like it,"Addicting, cant put it down",0,0,0,0,1
804,Stone Flood,3.6.4,PL from PA,2012-09-12,5,Fun and addictive!,Try it!,0,0,0,0,1
805,Stone Flood,3.6.4,Billy the Alcoholic,2012-09-09,5,Mom3critters,"Fast, fun and addictive.",0,0,0,0,1
806,Stone Flood,3.6.4,beandon01,2012-09-09,5,Fun,Good game.,0,0,0,0,1
807,Stone Flood,3.6.4,Ooboobrettubaboowyknits,2012-09-06,5,Positively addictive!,"Love this game! I never get tired of it, and its a good brain exercise! I just wish it offered more color combinations.",0,0,1,0,1
808,Stone Flood,3.6.4,Janice227,2012-08-28,4,Game,I like it,0,0,0,0,1
809,Stone Flood,3.6.4,Azrosiemom,2012-08-26,1,Eye Strain with Updated Version,"Most of the screenshots above show the old version of the game easy to view and play (for hours!).  However, they revised the graphics, and now the tiles have a white outline that creates glare.  The Level 1 screenshot above shows the new tiles.  They cause my vision to swim and my eyes to hurt after only a few games.  So I have stopped playing this wonderful game.  Please, Please, Please put the old version of tiles back in the next revision.  This new one creates eye strain & migraines.And after only a couple of games, the colors start swimming together.",0,0,1,0,-1
810,Stone Flood,3.6.4,Llcyyttxnxjksm,2012-08-25,4,Addictive!!,Like any good game is.,0,0,0,0,1
811,Stone Flood,3.6.4,DougM66,2012-08-25,5,"Slow, thoughtful game","I like it.  It makes you stop and consider the whole board as the obvious move isnt always the best one.  Its not chess, but it does require stategy to beat the higher levels.",0,0,0,0,1
812,Stone Flood,3.6.4,Bbbbb!!!!!,2012-08-22,4,Great challenging game,Love this app!,0,0,0,0,1
813,Stone Flood,3.6.4,AndroidAmy,2012-08-22,5,Entertaining and addictive,This game is fun and addictive.,0,0,0,0,1
814,Stone Flood,3.6.4,wiley2770,2012-08-21,5,Great game to exercise your brain,Very fun. I play for relaxation.,0,0,0,0,1
815,Stone Flood,3.6.4,Coco100,2012-08-21,5,Love it!,"Easy, fun, addicting!",0,0,0,0,1
816,Stone Flood,3.6.4,Shannokong,2012-08-17,5,Like solo blokus,So good so good so good I blew threw fifty levels in two hours its mad addictive,0,0,0,0,1
817,Stone Flood,3.6.4,freckles813,2012-08-14,5,Love it,I love that there are a ton of levels so I dont run out right away!,0,0,0,0,1
818,Stone Flood,3.6.4,î¾î¾î¾î¾,2012-08-13,5,Fun game to play!!,Love this game,0,0,0,0,1
819,Stone Flood,3.6.4,Mafercu5,2012-08-07,5,Incredible,I love it,0,0,0,0,1
820,Stone Flood,3.6.4,Milmel4219,2012-08-05,5,Awesome,"I cannot stop playing this game! I have it on my phone, iPod, and iPad!",0,0,0,0,1
821,Stone Flood,3.6.4,Mary Azstripper,2012-08-02,5,Stone,I am wasting a lot of time on this game but it is too much fun to put down.,0,0,0,0,1
822,Stone Flood,3.6.4,hapmori,2012-08-01,5,A plus,Love it Love it! This game is great,0,0,0,0,1
823,Stone Flood,3.6.4,Stonedflooder,2012-07-27,5,Fun and addictive,Fun game!,0,0,0,0,1
824,Stone Flood,3.6.4,G3 IT WAS AWSOME MUSIC GREAT WORK BEAT,2012-07-22,5,Fun,Lots of fun,0,0,0,0,1
825,Stone Flood,3.6.4,Littlehootmama,2012-07-22,5,Lots of levels,Just when you start to think this is too easy for me. Theres a new level thats much more difficult,0,0,0,0,1
826,Stone Flood,3.6.4,Yazminyazy,2012-07-19,5,What I think,Its okay I mean theres better game but it at least gets me to think,0,0,0,0,1
827,Stone Flood,3.6.4,Moyosoreoluwa,2012-07-18,5,Block flood,I love this game !,0,0,0,0,1
828,Stone Flood,3.6.4,Lgt7,2012-07-18,5,Addictive,"Just addictive enough.  Just when I think I have it figured out, I have to replay the level!",0,0,0,0,1
829,Stone Flood,3.6.4,Sara Schuster,2012-07-18,4,Very good,Very brain teasing and addicting be prepared to waste some time on this game.,0,0,0,0,1
830,Stone Flood,3.6.4,Bratyrae24,2012-07-14,5,Addicting,Great brain game,0,0,0,0,1
831,Stone Flood,3.6.4,Kammelmom,2012-07-11,4,Quite addicting!!,Quite addicting,0,0,0,0,1
832,Stone Flood,3.6.4,Watch the bomb,2012-07-07,3,Fun,A simple fun.cant seem to clear the board much but I still like playing,0,0,0,0,0
833,Stone Flood,3.6.4,LadyBishop1812,2012-07-06,5,Great Brain Game,Addicting. Great game.,0,0,0,0,1
834,Stone Flood,3.6.4,Je$$ica1212,2012-07-06,5,Love it,Awesome,0,0,0,0,1
835,Stone Flood,3.6.4,zenblue66,2012-07-04,5,Love it!,Very addicting.,0,0,0,0,1
836,Stone Flood,3.6.4,Wstbu,2012-07-03,5,Stonefloodmaster,I love this game!,0,0,0,0,1
837,Stone Flood,3.6.4,Twowolfcats,2012-07-01,4,Challenging Game.,"As you go up the levels, it gets more and more challenging.  Fun game.",0,0,0,0,1
838,Stone Flood,3.6.4,DeDIPr,2012-06-29,4,Gamer,It takes strategy to complete within the allotted moves.  Its fun!,0,0,0,0,1
839,Stone Flood,3.6.4,Lex Ana,2012-06-26,5,Pu,Great game! So addicting for smart people only,0,0,0,0,1
840,Stone Flood,3.6.4,diane Wrightman,2012-06-20,5,Great App,TOTALLY ADDICTING!!!!,0,0,0,0,1
841,Stone Flood,3.6.4,jattogo,2012-06-20,4,Fun game,"I enjoyed playing this game. I like that you have the opportunity to repeat a level if you dont get through it the first time. Only downfall is, the blocks get smaller as you advance through the levels.a bit harder to see.",0,0,0,1,1
842,Stone Flood,3.6.4,Tracy Kirby,2012-06-19,3,Ok,Its ok does past the time,0,0,0,0,0
843,Stone Flood,3.6.4,Mamaskitchen,2012-06-18,5,Bought it,Playing with family members across four states. Modern version of family game night. Fun!,0,0,0,0,1
844,Stone Flood,3.6.4,DeeDees Gurl,2012-06-18,5,Love it!!!!,I love this game.,0,0,0,0,1
845,Stone Flood,3.6.4,DD9085,2012-06-16,5,Awesome,Love it!! Its fun and challenging and has lots of levels,0,0,0,0,1
846,Stone Flood,3.6.4,Mercyblah,2012-06-15,5,Awesome,This is a pretty cool game. Its fun and challenging.,0,0,0,0,1
847,Stone Flood,3.6.4,Bruski67,2012-06-13,5,Colored tiles,Love this game. Addicting.Cant put down. If you like a challenge this is the game for you.,0,0,0,0,1
848,Stone Flood,3.6.4,WIBunky,2012-06-11,4,Addicting.,Addicting.,0,0,0,0,1
849,Stone Flood,3.6.4,Nayo3,2012-06-07,5,Love It!!!,This game is a lot of fun and addicting. Dont play it if you have things to do.,0,0,0,0,1
850,Stone Flood,3.6.4,2013 amee,2012-06-05,5,Awesome,This game is awesome and a time killer.this game cant be any better,0,0,0,0,1
851,Stone Flood,3.6.4,HollywoodHippie,2012-06-05,5,Five stars,Totally addicting!,0,0,0,0,1
852,Stone Flood,3.6.4,SaQueen,2012-06-03,3,Loads of fun,Very enjoyable and relaxing.,0,0,0,0,0
853,Stone Flood,3.6.4,Poisonedfrog,2012-06-02,5,Awesome,"Addicting, fast, and enough levels that you never get bored. Love this game!",0,0,0,0,1
854,Stone Flood,3.6.4,Jeanners1982,2012-05-31,5,Addicting,Very fun game.,0,0,0,0,1
855,Stone Flood,3.6.4,BethGi,2012-05-27,5,Big stones are back!,Thank you for fixing the fix and returning the display to large color tiles with minimal background. THIS is the game I came to love! Addicting and great fun.,0,0,0,0,1
856,Stone Flood,3.6.3,jbj51,2012-05-22,5,Fun Games,"Mildly addicting, go for waiting in drs office.",0,0,0,0,1
857,Stone Flood,3.6.3,BethGi,2012-05-21,1,Ruined the game with the update!,"I LOVED the first version but the current update is awful.loses its graphic impact by making tiny squares with lots of background behind them. RUINED it. Bring back the original version, please!",1,0,1,0,1
858,Stone Flood,3.6.3,PuppysBaby,2012-05-21,5,Awesome,This game is much better than flood it. You have more options and levels instead of the same thing over and over again. Great job.,0,0,0,0,1
859,Stone Flood,3.6.3,Paige Anderson,2012-05-19,5,Addicted,I love this game.,0,0,0,0,1
860,Stone Flood,3.6.3,DanielleJ,2012-05-17,1,Too much black space between the blocks,"Theres too much space between the blocks on the playing board, and it makes it really hard to play especially on my iPad. There is nothing wrong with the way the board looked before.I play this game nightly but now I am not sure I will be in the play until there is some type of adjustment made.",1,0,0,1,-1
861,Stone Flood,3.6.2,Laura Guadagnoli,2012-05-11,5,Addicting!,"Really fun game. The levels are challenging. I try to beat the turns in each level, but its really hard to do that and also beat the time!",0,0,0,0,1
862,Stone Flood,3.6.2,Smooth5239,2012-05-10,5,Im Hooked,Nice game!,0,0,0,0,1
863,Stone Flood,3.6.2,6tiger9,2012-05-05,5,May,"Fun to play, hard to stop!",0,0,0,0,1
864,Stone Flood,3.6.2,RrrrSsss7777,2012-05-05,5,Fun and challenging!,"Many, many hours of fun!",0,0,0,0,1
865,Stone Flood,3.6.2,WriteOnShan,2012-05-01,4,If you could just change 1 thing...,"Great game. Fun, challenging and enjoyable. The only frustration I have is, the colored boxes you tap are so close together that sometimes the one next to the one I am touching goes on instead.",0,0,0,1,1
866,Stone Flood,3.6.2,RonJean0415,2012-05-01,5,Fun game,Easy to learn and fun to master.,0,0,0,0,1
867,Stone Flood,3.6.2,Kawa <33 .,2012-04-30,2,2,Love it!,0,0,0,0,1
868,Stone Flood,3.6.2,Andrew Mantione,2012-04-30,4,Fun & Frustrating,Great game but very challenging the higher you go,0,0,0,0,1
869,Stone Flood,3.6.2,Stud96,2012-04-29,4,Love it!!!,Hours of entertainment ,0,0,0,0,1
870,Stone Flood,3.6.2,moxies mom,2012-04-27,5,My new favorite!,First game in a long time that does not bore me!,0,0,0,0,1
871,Stone Flood,3.6.2,Sweetnes34,2012-04-26,4,Maybe instructions?,Rather enjoyable but unsure of why I am told there are no available moves. There are no instructions or rules that come with it.,0,0,1,0,1
872,Stone Flood,3.6.2,BethGi,2012-04-23,4,Once you figure it out.....totally compelling!,"Though the game could use better instructions, once I figured out the subtleties, I found it great fun and hard to stop!",0,0,1,0,1
873,Stone Flood,3.6.2,Bridget_Louise,2012-04-21,5,Addictive,"I enjoy games with the opportunity to win using strategy not just chance.  This one is quick, a simple concept, but addictive and fun.  Good brain activity, too.",0,0,0,0,1
874,Stone Flood,3.6.2,Yeaigamble,2012-04-20,5,Yup,Sweet game,0,0,0,0,1
875,Stone Flood,3.6.2,Chief. Ten,2012-04-19,4,Great game,Nice,0,0,0,0,1
876,Stone Flood,3.6.2,Millersc,2012-04-13,5,This Game is Obsessive,and I am totally addicted!  Try it  you like it.,0,0,0,0,1
877,Stone Flood,3.6.2,Smooth5239,2012-04-10,5,Im Hooked,I play this game every chance I get!,0,0,0,0,1
878,Stone Flood,3.6.2,Albert LeVasseur,2012-04-06,5,Fun,"Great game to waste time, gets real difficult the higher you go",0,0,0,0,1
879,Stone Flood,3.6.2,Sanfordsreign,2012-04-02,3,Meh,Good game just to waste time,0,0,0,0,0
880,Stone Flood,3.6.2,Regina Anthony,2012-04-01,5,Awesome!,"Once I got the hang of it, could not put down.  Very addictive.",0,0,0,0,1
881,Stone Flood,3.6.2,PuppysBaby,2012-04-01,5,Fun Game,I like this game a lot.,0,0,0,0,1
882,Stone Flood,3.6.2,Txliblady,2012-03-31,5,Addictive,The free version is pretty addictive and it has enough levels to be fun.,1,0,0,0,1
883,Stone Flood,3.6.2,.mm,2012-03-30,5,Simple but addictive,This game is easy to learn and advances you rapidly. it gets challenging though.  Great when you need a diversion.,0,0,0,0,1
884,Stone Flood,3.6.2,Carmenita456,2012-03-26,5,Addictive,Makes you think strategies to play it. Fun,0,0,0,0,1
885,Stone Flood,3.6.2,AZKate,2012-03-26,5,Very Addictive,"A fun game.  Watch out, though.  You will sit to play one round and still be playing round after round an hour later.",0,0,0,0,1
886,Stone Flood,3.6.2,Flying_dolphinus,2012-03-21,5,Addicting,Great game!,0,0,0,0,1
887,Stone Flood,3.6.2,Evan Luczak,2012-03-20,5,Fun,Simple but challenging.,0,0,0,0,1
888,Stone Flood,3.6.2,Uncle Puff Daddy,2012-03-19,5,Fun,Mind numbing!,0,0,0,0,1
889,Stone Flood,3.6.2,Memebunny,2012-03-18,5,Excellent!,"It is an excellent game, doesnt require massive amounts of planning!  Some levels are very hard and that is excellent also.  Good for wasting time while talking on the phone!  You have done a great job!",1,0,0,0,1
890,Stone Flood,3.6.2,Jenijewell,2012-03-18,5,Stone flood,Tons of fun and very addictive!,0,0,0,0,1
891,Stone Flood,3.6.2,Challenge chess,2012-03-18,4,Fun,If you want a challenging game this is the app for you.,0,0,0,0,1
892,Stone Flood,3.6.2,tbear610,2012-03-17,4,Fun,Awesome,0,0,0,0,1
893,Stone Flood,3.6.2,Z wosh,2012-03-17,5,Addicting,Fun game,0,0,0,0,1
894,Stone Flood,3.6.2,bree-z.v,2012-03-15,5,Addicting,Best flood game I have played,0,0,0,0,1
895,Stone Flood,3.6.2,RrrrSsss7777,2012-03-14,5,Fun and challenging!,Try it!,0,0,0,0,1
896,Stone Flood,3.6.2,éœ²æ˜“ä¸,2012-03-13,5,Awesome game,"Fun game, some levels are much easier than others.",0,0,0,0,1
897,Stone Flood,3.6.2,canoecat101,2012-03-11,4,Fun and Addictive,"Its really fun, but some levels take a really long time to complete. Love it nonetheless!",0,0,1,0,1
898,Stone Flood,3.6.2,Taz998,2012-03-11,4,Fun game,Great for hours of fun. Have not had any problems either.,0,0,0,0,1
899,Stone Flood,3.6.2,Libithina,2012-03-07,4,Fun,More levels!,0,0,0,0,1
900,Stone Flood,3.6.2,Rlb1024,2012-03-06,4,Good Game!,Easy concept and still challenging.,0,0,0,0,1
901,Stone Flood,3.6.2,Safeharb,2012-03-06,4,Great fun!,I spend way too much time on this game!,0,0,0,0,1
902,Stone Flood,3.6.2,Veroth,2012-03-05,4,Some levels take too long,Title sums it up for me!!,0,0,0,0,1
903,Stone Flood,3.6.2,KG1958,2012-03-04,5,Great,Played levels over and over and over and over ,0,0,0,0,1
904,Stone Flood,3.6.2,kbfrogie,2012-03-04,3,Fun,This a fun game to play. Keeps the brain working.,0,0,0,0,0
905,Stone Flood,3.6.2,Lechetze Lewis,2012-03-04,5,Totally cool game,I never get bored with this!,0,0,0,0,1
906,Stone Flood,3.6.2,anggblue,2012-03-03,5,Great puzzle!,Its good mental exercise,0,0,0,0,1
908,Stone Flood,3.6.2,Siberian1991,2012-02-29,5,Entertaining,Game is fun  entertains me while watching tv or travelling !,0,0,0,0,1
909,Stone Flood,3.6.2,bevys1,2012-02-28,5,Great Game,Enjoy playing this game. Addicting,0,0,0,0,1
910,Stone Flood,3.6.2,Cwj 69,2012-02-27,5,Stones,Cool game make you think.,0,0,0,0,1
911,Stone Flood,3.6.2,joecbalt,2012-02-26,5,Fun game.,Just challenging enough to be fun entertainment.,0,0,0,0,1
912,Stone Flood,3.6.2,Budmaan,2012-02-25,5,Cool game!,This is a challenging game and very enjoyable!,0,0,0,0,1
913,Stone Flood,3.6.2,Fsm1017,2012-02-25,3,Fun Games,I feel like I need more instructions or possibly some direction but it addicting.,0,0,1,0,0
914,Stone Flood,3.6.2,Southpole biker,2012-02-24,5,Fun game,Love it!,0,0,0,0,1
915,Stone Flood,3.6.2,Stephanie Hilliard,2012-02-23,5,Fun,This game is a lot of fun!,0,0,0,0,1
916,Stone Flood,3.6.2,boo24bear,2012-02-22,5,Love it! Great game!,"Fun,quick, really great game!",0,0,0,0,1
917,Stone Flood,3.6.2,Podkayne 42,2012-02-20,3,Show me the Fail!,"Great game, but let me see the board when I fail to solve! If I win, the board stays open so I can admire it, but the instant I select the stone that means No More Moves, the board disappears.  I dont get the chance to figure out where I went wrong. I have no idea how I have gotten to level 18.",0,0,1,1,0
918,Stone Flood,3.6.2,SD Consultant,2012-02-20,5,Cant put it down,Cant stop playing this game. I am totally addicted.,0,0,0,0,1
919,Stone Flood,3.6.2,Smill888,2012-02-19,5,Love it,Awesome,0,0,0,0,1
920,Stone Flood,3.6.2,Balticsun,2012-02-18,5,Stones,Addictive game that stimulates grey matter in the brain as well.  Love it,0,0,0,0,1
921,Stone Flood,3.6.2,JemCPhT,2012-02-17,5,Addictive!!!,Love this game.,0,0,0,0,1
922,Stone Flood,3.6.2,Greenbloodedgal,2012-02-17,4,Fun,Great app super fun.,0,0,0,0,1
923,Stone Flood,3.6.2,Guy Edwards,2012-02-15,5,Great game,Really like this. Played similar games before but this has lots of levels and different difficulties. Very addictive!,0,0,0,0,1
924,Stone Flood,3.6.2,singsthings,2012-02-14,5,Love it!,Just so addictive!,0,0,0,0,1
925,Stone Flood,3.6.2,Ojibbob,2012-02-13,5,Love this!,Great game! Glad I found it. Love the challenge as levels increase.,0,0,0,0,1
926,Stone Flood,3.6.2,Meh123455,2012-02-12,4,Pretty good,Challenging enough at first.  I found a strategy that solved me fast after a while.  Still good enough for a game to do when you dont want to think  too hard.,0,0,0,0,1
927,Stone Flood,3.6.2,Minibus143,2012-02-11,5,Stone Flood,Love it !,0,0,0,0,1
928,Stone Flood,3.6.2,Tuba Timmo,2012-02-11,5,Love it!!!,Love it!,0,0,0,0,1
929,Stone Flood,3.6.1,Myladybug47,2012-02-07,5,Addictive,Love the game,0,0,0,0,1
930,Stone Flood,3.6.1,5894tTt,2012-02-06,4,Addictive...,"Its lots of fun. I am up to level twenty nine and it is hard to get past that level but interested to see whats next, lol.",0,0,0,0,1
931,Stone Flood,3.6.1,Tashita191,2012-02-05,5,love,I really like it alot! keeps me entertained when I need to,0,0,0,0,1
932,Stone Flood,3.6.1,hughbd,2012-02-04,4,"Good, but ...","It too easy to beat. Rarely do I not win on the first try. I like the game, but it could be more challenging.",0,0,1,0,1
933,Stone Flood,3.6.1,All about shoes,2012-02-03,5,Stone Flood,Great when it works. Since last update it keeps shutting down. Please do something.,0,0,0,1,1
934,Stone Flood,3.6,Mogan.,2012-01-31,4,Great.,I think this is a really fun game. It gets frustrating at times though. What would be the challenge if every level was easy?,0,0,0,0,1
935,Stone Flood,3.6,Jibbily,2012-01-31,5,GREAT game,Great game good time killer,0,0,0,0,1
936,Stone Flood,3.6,Terry Auspitz,2012-01-30,4,"Simple concept, challenging play",Fun game that is simple to understand but challenging to master. The Facebook issue needs to be fixed but the game is excellent.,0,0,0,1,1
937,Stone Flood,3.6,Nancy Gleason,2012-01-28,4,Facebook error?,Fun game and I am eating up the levels. Will be done soon except for the Facebook levels because I keep getting an error when it tries to connect. The error says they are working on this.is this really true?I doubt I will want to replay previous levels when I complete them.,0,1,0,1,1
938,Stone Flood,3.6,Hank & Bertas mom,2012-01-28,1,Dumb,Game will not sync with Facebook!,0,0,0,1,0
939,Stone Flood,3.6,Zlyzzy,2012-01-27,4,"Cool game, but confusing",Wish the instructions were loaded with game.  Online instructions not clear.,0,0,1,0,1
940,Stone Flood,3.6,Clisan,2012-01-27,4,Great past time,This game has been a great distraction for me. I have chronic migraine pain I like to concentrate on something else to help cope with the pain. It has done that well. I also like that it has so many levels.,0,0,0,0,1
941,Stone Flood,3.6,BBRT,2012-01-26,5,"Hours + Hours + Hours, etc. etc. of Fun","Puzzle fun that never gets old or fails to challenge.This game keeps you playing for hours. And lots of levels to keep you coming back for a long, long time.",0,0,0,0,1
942,Stone Flood,3.6,Virgil Morar,2012-01-25,5,Awesome,Have not put this game down in 5 days,0,0,0,0,1
943,Stone Flood,3.6,kathy scott,2012-01-23,5,Addicting,Fun time waster,0,0,0,0,1
944,Stone Flood,3.6,Hdizzle4,2012-01-23,5,Great app!,Great app!,0,0,0,0,1
945,Stone Flood,3.6,Snuggles07,2012-01-21,5,Perfect!,Love this game! Not too challenging but not too easy either. So addicting. 5 stars!,0,0,0,0,1
946,Stone Flood,3.6,Slim2312,2012-01-21,5,Great,Great app!,0,0,0,0,1
947,Stone Flood,3.6,msadanaga,2012-01-20,4,Good for killing time,"Fairly easy, but fun",0,0,0,0,1
948,Stone Flood,3.6,Dslsmw,2012-01-20,4,Dslsmwmom,Fun strategy! I wish the black lines were not around the color blocks.,0,0,1,0,1
949,Stone Flood,3.6,tekscrivener,2012-01-18,4,Fun game,"Takes a while to get the hang of it, but very addictive. I want to be able to turn off the sound without having to mute my phone.",0,0,0,0,1
950,Stone Flood,3.6,Fausrox,2012-01-18,5,Love this!,"This game makes you think, I wish there were more levels, very fun!",0,0,0,0,1
951,Stone Flood,3.6,Ashishak,2012-01-17,5,Awesome,I love this game.  Simple. Fun. Addictive.,0,0,0,0,1
952,Stone Flood,3.6,Livalici,2012-01-16,5,Awesome,"Addictive, challenging at times, but tons of fun",0,0,0,0,1
953,Stone Flood,3.6,Color flood/flow... Addict!,2012-01-15,5,Addictive!,"Perfect for mindless entertainment. I have many other versions of this game and like this best because of multiple levels of difficulty and full use of the iPad screen. I play almost every night while watching tv or listening to audio books. Have yet to check out new upgrades as I like to keep it simple so I cant comment on them! Soon, maybe!",1,0,0,0,1
954,Stone Flood,3.6,"Mona,s",2012-01-13,5,good,very good,0,0,0,0,1
956,Stone Flood,3.6,Ghost lover 38,2012-01-10,4,Rad,Its fun,0,0,0,0,1
957,Stone Flood,3.6,berbrwn,2012-01-10,5,Great game,Love it,0,0,0,0,1
958,Stone Flood,3.6,Nenesunshine,2012-01-09,4,Fun,Fun and VERY addictive,0,0,0,0,1
959,Stone Flood,3.6,Deltajct,2012-01-08,5,Stone Flood,I love this game. Very challenging!,0,0,0,0,1
960,Stone Flood,3.6,1821me,2012-01-05,5,Lots of fun,A great puzzle game that anyone can play!,0,0,0,0,1
961,Stone Flood,3.6,Nanadb,2012-01-05,5,Stone flood,Love this game.,0,0,0,0,1
962,Stone Flood,3.6,Nisa D,2012-01-05,5,Fun!,Lots of fun.,0,0,0,0,1
963,Stone Flood,3.6,LizUC,2012-01-04,5,Addicting,A fun game. Simple but challenging.,0,0,0,0,1
964,Stone Flood,3.6,movielove7,2012-01-04,1,??,A tutorial would be nice! I have no idea how to play it!,0,0,1,0,-1
965,Stone Flood,3.6,Panther_36,2012-01-04,5,Fun!!!,Very  addictive!  Needs more Facebook Levels! I Love this game. Some easier levels would be nice too.,0,0,1,0,1
966,Stone Flood,3.6,audreyrose0923,2012-01-03,4,Great game!,Totally addicted!,0,0,0,0,1
967,Stone Flood,3.6,Cielo58,2012-01-03,5,Likes,Like it so much come back,0,0,0,0,1
968,Stone Flood,3.6,Mr. Metal Jr.,2012-01-02,5,Great,Really like this. Cant stop playing!,0,0,0,0,1
969,Stone Flood,3.6,Ms. Chi,2011-12-31,5,Ms Chi,Addictive!!,0,0,0,0,1
970,Stone Flood,3.6,Jina Etienne,2011-12-31,4,Keeps me coming back,I like the game.  Simple.  Easy.  Not enough to keep me engaged for long periods of time.  But I like it enough to come back regularly and play a few founds.,0,0,0,0,1
971,Stone Flood,3.6,Missylynndarlene,2011-12-31,5,Great,This is great,0,0,0,0,1
972,Stone Flood,3.6,Bbart1,2011-12-31,5,Fun,Very addicting!,0,0,0,0,1
973,Stone Flood,3.6,Richy333,2011-12-31,5,Great fun,Totally addicting,0,0,0,0,1
974,Stone Flood,3.6,Mooseman76,2011-12-30,5,Addictingly fun,Easy and fun to play.  Even my five yr. old can play the beginning easy levels.  Great when just have a few minutes and want a quick game.,0,0,0,0,1
975,Stone Flood,3.6,Priscilla Chan,2011-12-30,5,Fun and well-paced,"This game is not only fun and addictive, you progress level by level so it gradually gets harder but is not impossible to beat so its not too frustrating.",0,0,0,0,1
976,Stone Flood,3.6,Kimmerbly,2011-12-29,4,Great Fun,Love this game! Simple yet challenging! Wish I could save my progress though.,0,0,0,0,1
977,Stone Flood,3.6,TexasIndia,2011-12-29,4,Fun game,The game is fun and advanced levels are challenging. I dont like the automatic updates to Twitter and Facebook. They should be turned off.,0,0,1,0,1
978,Stone Flood,3.6,Nanjw,2011-12-29,3,Distraction,This game provides a fun but mindless thoughtless distraction from my hectic workday.,0,0,0,0,0
979,Stone Flood,3.6,Pink frog7274,2011-12-29,5,ðŸ˜ƒ,I really like it.,0,0,0,0,1
980,Stone Flood,3.6,ZQdog,2011-12-27,4,ZQunicy,I really like this game. It is fun and makes you think and strategize. I can play it for a long time going from level to level of difficulty,0,0,0,0,1
981,Stone Flood,3.6,Manuel Garcia,2011-12-27,5,Challenging,"I love it, but dont like the fact that you need to register in facebook and twitter  to play those options, you should be able to play without having to register.",0,0,1,0,1
982,Stone Flood,3.6,grass11927,2011-12-25,5,grass11947,great game,0,0,0,0,1
983,Stone Flood,3.6,Zaniebayla,2011-12-25,4,Pure fun!,This game is fun!,0,0,0,0,1
984,Stone Flood,3.6,1592jeni,2011-12-24,3,Fun game,Lots of fun!,0,0,0,0,1
985,Stone Flood,3.6,BBRT,2011-12-23,5,"Hours + Hours + Hours, etc. etc. etc","Challenging fun that never gets old or fails to challenge. You cant master these puzzles  making higher levels easier.  They just keep you playing for hours. And lots of levels to keep you going for a long, long time.",1,0,0,0,1
986,Stone Flood,3.6,Stone942,2011-12-23,4,Nice app,Thanks for the fun game.,0,0,0,0,1
987,Stone Flood,3.6,HappierForever,2011-12-23,4,Time filler,Its a great game to fill in any lulls throughout your day. Overall its a pretty fun and challenging game! I love that there are so many levels to go through and therefore wont ever get bored,0,0,0,0,1
988,Stone Flood,3.6,Georg Heimdal,2011-12-22,4,Deceptive,I dont know how something so straightforward manages to go from easy to head scratching hard as you progress through the first ten levels. Then it becomes a Zen Master challenge the rest of the way.,0,0,0,0,1
989,Stone Flood,3.6,MrCue888,2011-12-20,4,Simple but fun,This is a simple puzzle game that manages to keep you entertained for hours.,0,0,0,0,1
990,Stone Flood,3.6,Jaspers Girl!,2011-12-16,5,Great game,This is a very addictive game.,0,0,0,0,1
992,Stone Flood,3.6,"013467),:6?:7):46$,:6$",2011-12-15,5,Review,Cool best game ever,0,0,0,0,1
991,Stone Flood,3.6,bluemojo123,2011-12-16,4,Really enjoy this game,Fun game to play for a few minutes now and again.,0,0,0,0,1
993,Stone Flood,3.6,Honeything5,2011-12-15,5,Stone flood awesome,"Very addictive, has lots of levels",0,0,0,0,1
